Obstacle_Designator    ,AIXM_NAME,ObstacleType(AIXM),Latitude(N),Longitude(E),Elevation at Top (FT),Height (FT),Lighting,Color of Lighting,Group,,
LTAP_836,BUILDING,BUILDING,405227.91N,0353222.46E,2024.19,44.29,NO,,NO,,
LTAP_837,BUILDING,BUILDING,405227.70N,0353221.55E,2013.37,34.45,NO,,NO,,
LTAP_838,SILO,BUILDING,405226.95N,0353224.37E,2003.10,29.53,NO,,NO,,
LTAP_839,SILO,BUILDING,405227.46N,0353224.30E,2005.80,29.53,NO,,NO,,
LTAP_840,SILO,BUILDING,405228.08N,0353224.30E,2009.77,29.53,NO,,NO,,
LTAP_841,MOSQUE,BUILDING,404504.49N,0352123.86E,3207.76,44.29,NO,,NO,,
LTAP_842,MINARET,BUILDING,404504.85N,0352124.02E,3229.70,68.90,NO,,NO,,
LTAP_843,BUILDING,BUILDING,405200.63N,0353202.07E,1945.50,14.76,NO,,NO,,
LTAP_844,BUILDING,BUILDING,405202.79N,0353206.75E,1945.26,14.76,NO,,NO,,
LTAP_845,BUILDING,BUILDING,405202.96N,0353207.42E,1945.06,14.76,NO,,NO,,
LTAP_846,BUILDING,BUILDING,405202.25N,0353207.15E,1943.90,14.76,NO,,NO,,
LTAP_847,BUILDING,BUILDING,405201.77N,0353207.38E,1942.78,14.76,NO,,NO,,
LTAP_848,BUILDING,BUILDING,405157.99N,0353204.61E,1938.55,14.76,NO,,NO,,
LTAP_849,BUILDING,BUILDING,405156.20N,0353156.06E,1953.62,24.61,NO,,NO,,
LTAP_850,MOSQUE,BUILDING,405146.52N,0353150.12E,1942.71,24.61,NO,,NO,,
LTAP_851,MINARET,BUILDING,405146.69N,0353149.72E,1968.10,49.21,NO,,NO,,
LTAP_852,BUILDING,BUILDING,405147.35N,0353140.25E,1943.69,14.76,NO,,NO,,
LTAP_853,BUILDING,BUILDING,405145.58N,0353144.01E,1938.57,14.76,NO,,NO,,
LTAP_854,BUILDING,BUILDING,405146.10N,0353145.04E,1937.81,14.76,NO,,NO,,
LTAP_855,BUILDING,BUILDING,405146.29N,0353143.94E,1939.09,14.76,NO,,NO,,
LTAP_856,BUILDING,BUILDING,405146.27N,0353145.75E,1937.18,14.76,NO,,NO,,
LTAP_857,BUILDING,BUILDING,405146.56N,0353146.08E,1937.04,14.76,NO,,NO,,
LTAP_858,BUILDING,BUILDING,405146.68N,0353146.43E,1937.01,14.76,NO,,NO,,
LTAP_859,BUILDING,BUILDING,405146.73N,0353146.86E,1936.88,14.76,NO,,NO,,
LTAP_860,BUILDING,BUILDING,405146.76N,0353147.16E,1936.76,14.76,NO,,NO,,
LTAP_861,BUILDING,BUILDING,405146.86N,0353147.54E,1946.32,24.61,NO,,NO,,
LTAP_862,BUILDING,BUILDING,405147.71N,0353145.22E,1939.52,14.76,NO,,NO,,
LTAP_863,BUILDING,BUILDING,405148.20N,0353145.52E,1940.24,14.76,NO,,NO,,
LTAP_864,BUILDING,BUILDING,405148.68N,0353145.66E,1940.88,14.76,NO,,NO,,
LTAP_865,BUILDING,BUILDING,405149.08N,0353146.22E,1940.70,14.76,NO,,NO,,
LTAP_866,BUILDING,BUILDING,405147.93N,0353145.75E,1939.63,14.76,NO,,NO,,
LTAP_867,BUILDING,BUILDING,405147.57N,0353145.84E,1938.93,14.76,NO,,NO,,
LTAP_868,BUILDING,BUILDING,405147.72N,0353146.51E,1938.72,14.76,NO,,NO,,
LTAP_869,BUILDING,BUILDING,405148.01N,0353147.09E,1938.36,14.76,NO,,NO,,
LTAP_870,BUILDING,BUILDING,405147.42N,0353146.68E,1938.15,14.76,NO,,NO,,
LTAP_871,BUILDING,BUILDING,405147.18N,0353145.17E,1938.57,14.76,NO,,NO,,
LTAP_872,BUILDING,BUILDING,405146.27N,0353147.12E,1935.92,14.76,NO,,NO,,
LTAP_873,BUILDING,BUILDING,405146.15N,0353147.75E,1935.34,14.76,NO,,NO,,
LTAP_874,BUILDING,BUILDING,405145.53N,0353147.35E,1935.01,14.76,NO,,NO,,
LTAP_875,BUILDING,BUILDING,405144.73N,0353147.91E,1934.01,14.76,NO,,NO,,
LTAP_876,BUILDING,BUILDING,405145.31N,0353148.08E,1934.11,14.76,NO,,NO,,
LTAP_877,BUILDING,BUILDING,405145.59N,0353148.09E,1934.25,14.76,NO,,NO,,
LTAP_878,BUILDING,BUILDING,405145.51N,0353148.64E,1933.62,14.76,NO,,NO,,
LTAP_879,BUILDING,BUILDING,405146.07N,0353148.59E,1934.26,14.76,NO,,NO,,
LTAP_880,BUILDING,BUILDING,405146.55N,0353148.70E,1944.53,24.61,NO,,NO,,
LTAP_881,BUILDING,BUILDING,405147.47N,0353148.12E,1936.50,14.76,NO,,NO,,
LTAP_882,BUILDING,BUILDING,405147.71N,0353147.88E,1937.09,14.76,NO,,NO,,
LTAP_883,BUILDING,BUILDING,405147.62N,0353147.51E,1937.39,14.76,NO,,NO,,
LTAP_884,BUILDING,BUILDING,405147.32N,0353147.54E,1936.99,14.76,NO,,NO,,
LTAP_885,BUILDING,BUILDING,405148.47N,0353147.64E,1938.30,14.76,NO,,NO,,
LTAP_886,BUILDING,BUILDING,405148.68N,0353148.13E,1938.13,14.76,NO,,NO,,
LTAP_887,BUILDING,BUILDING,405149.06N,0353147.19E,1939.58,14.76,NO,,NO,,
LTAP_888,BUILDING,BUILDING,405149.46N,0353147.32E,1940.12,14.76,NO,,NO,,
LTAP_889,BUILDING,BUILDING,405147.42N,0353148.60E,1935.90,14.76,NO,,NO,,
LTAP_890,BUILDING,BUILDING,405147.80N,0353148.81E,1936.12,14.76,NO,,NO,,
LTAP_891,BUILDING,BUILDING,405148.27N,0353149.30E,1936.33,14.76,NO,,NO,,
LTAP_892,BUILDING,BUILDING,405147.49N,0353149.56E,1934.90,14.76,NO,,NO,,
LTAP_893,BUILDING,BUILDING,405147.60N,0353150.28E,1934.32,14.76,NO,,NO,,
LTAP_894,BUILDING,BUILDING,405148.00N,0353150.09E,1935.10,14.76,NO,,NO,,
LTAP_895,BUILDING,BUILDING,405148.73N,0353148.99E,1937.33,14.76,NO,,NO,,
LTAP_896,BUILDING,BUILDING,405148.43N,0353148.46E,1937.42,14.76,NO,,NO,,
LTAP_897,BUILDING,BUILDING,405148.20N,0353148.07E,1937.49,14.76,NO,,NO,,
LTAP_898,BUILDING,BUILDING,405149.78N,0353149.21E,1938.64,14.76,NO,,NO,,
LTAP_899,BUILDING,BUILDING,405150.16N,0353149.50E,1938.82,14.76,NO,,NO,,
LTAP_900,BUILDING,BUILDING,405150.62N,0353150.26E,1939.08,14.76,NO,,NO,,
LTAP_901,BUILDING,BUILDING,405150.38N,0353149.92E,1938.90,14.76,NO,,NO,,
LTAP_902,BUILDING,BUILDING,405150.67N,0353149.59E,1939.65,14.76,NO,,NO,,
LTAP_903,BUILDING,BUILDING,405151.03N,0353150.32E,1939.74,14.76,NO,,NO,,
LTAP_904,BUILDING,BUILDING,405150.34N,0353149.01E,1939.58,14.76,NO,,NO,,
LTAP_905,BUILDING,BUILDING,405149.46N,0353149.58E,1937.80,14.76,NO,,NO,,
LTAP_906,BUILDING,BUILDING,405149.90N,0353149.61E,1938.33,14.76,NO,,NO,,
LTAP_907,BUILDING,BUILDING,405149.24N,0353149.21E,1937.85,14.76,NO,,NO,,
LTAP_908,BUILDING,BUILDING,405149.67N,0353150.03E,1937.58,14.76,NO,,NO,,
LTAP_909,BUILDING,BUILDING,405149.37N,0353150.35E,1936.82,14.76,NO,,NO,,
LTAP_910,BUILDING,BUILDING,405150.21N,0353150.59E,1938.12,14.76,NO,,NO,,
LTAP_911,BUILDING,BUILDING,405149.85N,0353151.10E,1937.10,14.76,NO,,NO,,
LTAP_912,BUILDING,BUILDING,405149.18N,0353150.62E,1936.28,14.76,NO,,NO,,
LTAP_913,BUILDING,BUILDING,405149.27N,0353150.97E,1936.19,14.76,NO,,NO,,
LTAP_914,BUILDING,BUILDING,405148.57N,0353150.53E,1935.50,14.76,NO,,NO,,
LTAP_915,BUILDING,BUILDING,405148.88N,0353151.30E,1935.26,14.76,NO,,NO,,
LTAP_916,BUILDING,BUILDING,405149.05N,0353150.04E,1936.71,14.76,NO,,NO,,
LTAP_917,BUILDING,BUILDING,405151.00N,0353151.00E,1939.17,14.76,NO,,NO,,
LTAP_918,BUILDING,BUILDING,405151.50N,0353151.02E,1939.95,14.76,NO,,NO,,
LTAP_919,BUILDING,BUILDING,405151.69N,0353151.39E,1939.91,14.76,NO,,NO,,
LTAP_920,BUILDING,BUILDING,405151.29N,0353151.58E,1939.09,14.76,NO,,NO,,
LTAP_921,BUILDING,BUILDING,405150.45N,0353150.96E,1938.25,14.76,NO,,NO,,
LTAP_922,BUILDING,BUILDING,405148.87N,0353151.93E,1934.74,14.76,NO,,NO,,
LTAP_923,BUILDING,BUILDING,405149.37N,0353151.58E,1935.89,14.76,NO,,NO,,
LTAP_924,BUILDING,BUILDING,405149.63N,0353151.98E,1936.01,14.76,NO,,NO,,
LTAP_925,BUILDING,BUILDING,405148.11N,0353151.80E,1933.40,14.76,NO,,NO,,
LTAP_926,BUILDING,BUILDING,405147.62N,0353151.46E,1932.79,14.76,NO,,NO,,
LTAP_927,BUILDING,BUILDING,405147.88N,0353151.36E,1933.49,14.76,NO,,NO,,
LTAP_928,BUILDING,BUILDING,405146.80N,0353150.60E,1932.58,14.76,NO,,NO,,
LTAP_929,BUILDING,BUILDING,405145.47N,0353149.15E,1932.84,14.76,NO,,NO,,
LTAP_930,BUILDING,BUILDING,405145.12N,0353149.18E,1932.46,14.76,NO,,NO,,
LTAP_931,BUILDING,BUILDING,405145.04N,0353148.68E,1933.18,14.76,NO,,NO,,
LTAP_932,BUILDING,BUILDING,405143.37N,0353151.00E,1938.04,24.61,NO,,NO,,
LTAP_933,BUILDING,BUILDING,405146.13N,0353150.92E,1941.06,24.61,NO,,NO,,
LTAP_934,BUILDING,BUILDING,405146.56N,0353154.07E,1936.75,24.61,NO,,NO,,
LTAP_935,BUILDING,BUILDING,405148.27N,0353152.14E,1933.39,14.76,NO,,NO,,
LTAP_936,BUILDING,BUILDING,405148.72N,0353150.85E,1935.38,14.76,NO,,NO,,
LTAP_937,BUILDING,BUILDING,405149.85N,0353152.62E,1935.88,14.76,NO,,NO,,
LTAP_938,BUILDING,BUILDING,405149.56N,0353153.05E,1935.10,14.76,NO,,NO,,
LTAP_939,BUILDING,BUILDING,405150.26N,0353153.04E,1936.37,14.76,NO,,NO,,
LTAP_940,BUILDING,BUILDING,405150.36N,0353153.44E,1936.33,14.76,NO,,NO,,
LTAP_941,BUILDING,BUILDING,405150.53N,0353153.77E,1936.45,14.76,NO,,NO,,
LTAP_942,BUILDING,BUILDING,405150.21N,0353154.07E,1935.69,14.76,NO,,NO,,
LTAP_943,BUILDING,BUILDING,405150.80N,0353154.28E,1936.62,14.76,NO,,NO,,
LTAP_944,BUILDING,BUILDING,405150.85N,0353153.12E,1937.40,14.76,NO,,NO,,
LTAP_945,BUILDING,BUILDING,405151.08N,0353153.89E,1947.16,24.61,NO,,NO,,
LTAP_946,BUILDING,BUILDING,405151.52N,0353153.80E,1938.17,14.76,NO,,NO,,
LTAP_947,BUILDING,BUILDING,405151.30N,0353153.41E,1937.98,14.76,NO,,NO,,
LTAP_948,BUILDING,BUILDING,405151.61N,0353153.17E,1938.65,14.76,NO,,NO,,
LTAP_949,BUILDING,BUILDING,405152.07N,0353152.81E,1939.68,14.76,NO,,NO,,
LTAP_950,BUILDING,BUILDING,405151.72N,0353152.66E,1939.23,14.76,NO,,NO,,
LTAP_951,BUILDING,BUILDING,405151.58N,0353152.02E,1939.36,14.76,NO,,NO,,
LTAP_952,BUILDING,BUILDING,405149.99N,0353153.30E,1935.74,14.76,NO,,NO,,
LTAP_953,BUILDING,BUILDING,405149.29N,0353153.84E,1934.14,14.76,NO,,NO,,
LTAP_954,BUILDING,BUILDING,405148.84N,0353153.17E,1933.57,14.76,NO,,NO,,
LTAP_955,BUILDING,BUILDING,405149.04N,0353153.42E,1933.88,14.76,NO,,NO,,
LTAP_956,BUILDING,BUILDING,405149.08N,0353154.23E,1933.27,14.76,NO,,NO,,
LTAP_957,BUILDING,BUILDING,405150.05N,0353154.69E,1935.04,14.76,NO,,NO,,
LTAP_958,BUILDING,BUILDING,405149.57N,0353154.55E,1934.25,14.76,NO,,NO,,
LTAP_959,BUILDING,BUILDING,405149.34N,0353154.57E,1933.71,14.76,NO,,NO,,
LTAP_960,BUILDING,BUILDING,405150.73N,0353155.01E,1936.14,14.76,NO,,NO,,
LTAP_961,BUILDING,BUILDING,405150.38N,0353155.06E,1935.48,14.76,NO,,NO,,
LTAP_962,BUILDING,BUILDING,405151.03N,0353155.36E,1936.49,14.76,NO,,NO,,
LTAP_963,BUILDING,BUILDING,405150.81N,0353155.64E,1935.93,14.76,NO,,NO,,
LTAP_964,BUILDING,BUILDING,405150.98N,0353156.12E,1935.83,14.76,NO,,NO,,
LTAP_965,BUILDING,BUILDING,405151.39N,0353155.71E,1936.75,14.76,NO,,NO,,
LTAP_966,BUILDING,BUILDING,405152.41N,0353153.47E,1939.96,14.76,NO,,NO,,
LTAP_967,BUILDING,BUILDING,405153.39N,0353152.66E,1942.03,14.76,NO,,NO,,
LTAP_968,BUILDING,BUILDING,405152.08N,0353152.14E,1940.20,14.76,NO,,NO,,
LTAP_969,BUILDING,BUILDING,405152.46N,0353152.44E,1940.56,14.76,NO,,NO,,
LTAP_970,BUILDING,BUILDING,405153.67N,0353153.14E,1942.08,14.76,NO,,NO,,
LTAP_971,BUILDING,BUILDING,405153.92N,0353153.97E,1941.83,14.76,NO,,NO,,
LTAP_972,BUILDING,BUILDING,405153.45N,0353154.13E,1941.02,14.76,NO,,NO,,
LTAP_973,BUILDING,BUILDING,405153.22N,0353153.92E,1940.82,14.76,NO,,NO,,
LTAP_974,BUILDING,BUILDING,405152.90N,0353153.81E,1940.42,14.76,NO,,NO,,
LTAP_975,BUILDING,BUILDING,405152.87N,0353154.39E,1939.95,14.76,NO,,NO,,
LTAP_976,BUILDING,BUILDING,405152.25N,0353154.46E,1938.97,14.76,NO,,NO,,
LTAP_977,BUILDING,BUILDING,405152.51N,0353154.08E,1939.63,14.76,NO,,NO,,
LTAP_978,BUILDING,BUILDING,405152.12N,0353154.11E,1939.03,14.76,NO,,NO,,
LTAP_979,BUILDING,BUILDING,405152.63N,0353154.75E,1939.31,14.76,NO,,NO,,
LTAP_980,BUILDING,BUILDING,405152.08N,0353155.15E,1938.20,14.76,NO,,NO,,
LTAP_981,BUILDING,BUILDING,405152.38N,0353155.12E,1938.67,14.76,NO,,NO,,
LTAP_982,BUILDING,BUILDING,405152.42N,0353155.52E,1938.43,14.76,NO,,NO,,
LTAP_983,BUILDING,BUILDING,405153.65N,0353154.92E,1940.72,14.76,NO,,NO,,
LTAP_984,BUILDING,BUILDING,405153.51N,0353154.47E,1940.84,14.76,NO,,NO,,
LTAP_985,BUILDING,BUILDING,405154.13N,0353154.52E,1941.73,14.76,NO,,NO,,
LTAP_986,BUILDING,BUILDING,405154.37N,0353154.84E,1941.86,14.76,NO,,NO,,
LTAP_987,BUILDING,BUILDING,405154.02N,0353154.95E,1941.26,14.76,NO,,NO,,
LTAP_988,BUILDING,BUILDING,405155.01N,0353157.51E,1941.00,14.76,NO,,NO,,
LTAP_989,BUILDING,BUILDING,405154.67N,0353157.49E,1940.59,14.76,NO,,NO,,
LTAP_990,BUILDING,BUILDING,405155.18N,0353159.45E,1939.07,14.76,NO,,NO,,
LTAP_991,BUILDING,BUILDING,405154.96N,0353158.15E,1940.20,14.76,NO,,NO,,
LTAP_992,BUILDING,BUILDING,405155.03N,0353158.69E,1939.65,14.76,NO,,NO,,
LTAP_993,BUILDING,BUILDING,405154.08N,0353158.33E,1938.85,14.76,NO,,NO,,
LTAP_994,BUILDING,BUILDING,405154.16N,0353158.79E,1938.42,14.76,NO,,NO,,
LTAP_995,BUILDING,BUILDING,405153.82N,0353159.37E,1937.31,14.76,NO,,NO,,
LTAP_996,BUILDING,BUILDING,405153.68N,0353159.76E,1936.67,14.76,NO,,NO,,
LTAP_997,BUILDING,BUILDING,405154.29N,0353159.34E,1937.95,14.76,NO,,NO,,
LTAP_998,BUILDING,BUILDING,405154.33N,0353159.86E,1937.45,14.76,NO,,NO,,
LTAP_999,BUILDING,BUILDING,405154.46N,0353200.23E,1937.18,14.76,NO,,NO,,
LTAP_1000,BUILDING,BUILDING,405154.48N,0353200.50E,1936.91,14.76,NO,,NO,,
LTAP_1001,BUILDING,BUILDING,405154.54N,0353201.04E,1936.53,14.76,NO,,NO,,
LTAP_1002,BUILDING,BUILDING,405154.62N,0353201.52E,1936.24,14.76,NO,,NO,,
LTAP_1003,BUILDING,BUILDING,405154.04N,0353201.62E,1935.21,14.76,NO,,NO,,
LTAP_1004,BUILDING,BUILDING,405154.18N,0353201.27E,1935.73,14.76,NO,,NO,,
LTAP_1005,BUILDING,BUILDING,405153.83N,0353200.88E,1935.57,14.76,NO,,NO,,
LTAP_1006,BUILDING,BUILDING,405152.90N,0353155.35E,1949.13,24.61,NO,,NO,,
LTAP_1007,BUILDING,BUILDING,405151.76N,0353156.53E,1936.73,14.76,NO,,NO,,
LTAP_1008,BUILDING,BUILDING,405151.97N,0353157.18E,1936.64,14.76,NO,,NO,,
LTAP_1009,BUILDING,BUILDING,405151.82N,0353157.84E,1935.98,14.76,NO,,NO,,
LTAP_1010,BUILDING,BUILDING,405150.64N,0353157.79E,1934.22,14.76,NO,,NO,,
LTAP_1011,BUILDING,BUILDING,405150.47N,0353158.19E,1933.36,14.76,NO,,NO,,
LTAP_1012,BUILDING,BUILDING,405151.25N,0353159.46E,1933.88,14.76,NO,,NO,,
LTAP_1013,BUILDING,BUILDING,405151.29N,0353159.96E,1933.09,14.76,NO,,NO,,
LTAP_1014,BUILDING,BUILDING,405151.79N,0353159.55E,1934.49,14.76,NO,,NO,,
LTAP_1015,BUILDING,BUILDING,405152.07N,0353158.70E,1935.80,14.76,NO,,NO,,
LTAP_1016,BUILDING,BUILDING,405151.81N,0353159.05E,1935.10,14.76,NO,,NO,,
LTAP_1017,BUILDING,BUILDING,405151.75N,0353158.76E,1935.30,14.76,NO,,NO,,
LTAP_1018,BUILDING,BUILDING,405151.56N,0353200.29E,1933.16,14.76,NO,,NO,,
LTAP_1019,BUILDING,BUILDING,405148.60N,0353201.76E,1932.75,24.61,NO,,NO,,
LTAP_1020,BUILDING,BUILDING,405150.03N,0353157.13E,1933.37,14.76,NO,,NO,,
LTAP_1021,BUILDING,BUILDING,405150.25N,0353156.85E,1934.24,14.76,NO,,NO,,
LTAP_1022,BUILDING,BUILDING,405152.28N,0353159.65E,1944.84,24.61,NO,,NO,,
LTAP_1023,BUILDING,BUILDING,405155.17N,0353205.06E,1934.06,14.76,NO,,NO,,
LTAP_1024,BUILDING,BUILDING,405157.76N,0353207.01E,1935.26,14.76,NO,,NO,,
LTAP_1025,BUILDING,BUILDING,405157.63N,0353213.78E,1936.23,14.76,NO,,NO,,
LTAP_1026,BUILDING,BUILDING,405156.27N,0353213.88E,1934.08,14.76,NO,,NO,,
LTAP_1027,BUILDING,BUILDING,405152.52N,0353156.75E,1937.75,14.76,NO,,NO,,
LTAP_1028,BUILDING,BUILDING,405152.79N,0353157.94E,1937.40,14.76,NO,,NO,,
LTAP_1029,BUILDING,BUILDING,405152.08N,0353159.16E,1935.31,14.76,NO,,NO,,
LTAP_1030,BUILDING,BUILDING,405152.41N,0353159.16E,1935.74,14.76,NO,,NO,,
LTAP_1031,BUILDING,BUILDING,405155.22N,0353200.01E,1938.56,14.76,NO,,NO,,
LTAP_1032,BUILDING,BUILDING,405150.72N,0353159.14E,1932.86,14.76,NO,,NO,,
LTAP_1033,BUILDING,BUILDING,405147.80N,0353149.36E,1935.57,14.76,NO,,NO,,
LTAP_1034,BUILDING,BUILDING,405148.47N,0353149.73E,1936.18,14.76,NO,,NO,,
LTAP_1035,BUILDING,BUILDING,405147.44N,0353152.59E,1940.70,24.61,NO,,NO,,
LTAP_1036,BUILDING,BUILDING,405150.87N,0353152.48E,1947.65,24.61,NO,,NO,,
LTAP_1037,BUILDING,BUILDING,405150.10N,0353152.53E,1936.38,14.76,NO,,NO,,
LTAP_1038,BUILDING,BUILDING,405153.16N,0353156.79E,1938.69,14.76,NO,,NO,,
LTAP_1039,MOSQUE,BUILDING,405322.17N,0353234.52E,2275.23,44.29,NO,,NO,,
LTAP_1040,MINARET,BUILDING,405322.43N,0353234.33E,2299.84,68.90,NO,,NO,,
LTAP_1041,BUILDING,BUILDING,405147.47N,0353144.51E,1939.43,14.76,NO,,NO,,
LTAP_1042,BUILDING,BUILDING,405147.16N,0353145.80E,1938.21,14.76,NO,,NO,,
LTAP_1043,BUILDING,BUILDING,405147.42N,0353147.09E,1937.66,14.76,NO,,NO,,
LTAP_1044,BUILDING,BUILDING,405148.16N,0353149.90E,1935.54,14.76,NO,,NO,,
LTAP_1045,BUILDING,BUILDING,405150.88N,0353151.61E,1938.40,14.76,NO,,NO,,
LTAP_1046,BUILDING,BUILDING,405154.17N,0353200.69E,1936.25,14.76,NO,,NO,,
LTAP_1047,BUILDING,BUILDING,405150.73N,0353156.40E,1935.24,14.76,NO,,NO,,
LTAP_1048,BUILDING,BUILDING,405151.30N,0353158.94E,1934.49,14.76,NO,,NO,,
LTAP_1049,BUILDING,BUILDING,405146.15N,0353144.44E,1938.46,14.76,NO,,NO,,
LTAP_1050,BUILDING,BUILDING,405146.67N,0353144.20E,1939.08,14.76,NO,,NO,,
LTAP_1051,BUILDING,BUILDING,405148.10N,0353146.27E,1939.47,14.76,NO,,NO,,
LTAP_1052,BUILDING,BUILDING,405151.48N,0353157.15E,1935.91,14.76,NO,,NO,,
LTAP_1053,BUILDING,BUILDING,405146.71N,0353149.25E,1934.26,14.76,NO,,NO,,
LTAP_1054,BUILDING,BUILDING,405311.38N,0353619.07E,2278.14,24.61,NO,,NO,,
LTAP_1055,BUILDING,BUILDING,405311.43N,0353625.31E,2282.08,14.76,NO,,NO,,
